bioguide_id,speculated_age,gender,is_white,is_blonde,is_smiling,has_american_flag,wears_dark_suit
D000032,35,male,False,False,True,True,True
D000096,75,male,False,False,False,False,True
D000191,70,male,True,False,True,False,True
D000197,65,female,True,False,True,False,True
D000216,70,female,True,False,True,False,False
D000230,45,male,False,False,True,False,True
D000399,70,male,True,False,True,False,True
D000482,58,male,True,False,True,False,True
D000530,38,male,True,False,True,True,True
D000533,65,male,True,False,True,False,True
D000563,60,male,True,False,True,False,True
D000594,45,female,False,False,True,False,False
D000598,60,female,True,False,True,False,False
D000600,48,male,True,False,True,False,True
D000607,60,male,True,False,True,False,True
D000610,60,male,True,False,True,False,True
D000612,50,male,True,True,True,False,True
D000614,40,male,True,False,True,False,True
D000615,52,male,True,False,True,False,True
D000616,55,male,True,False,True,False,True
D000617,58,female,True,False,True,False,False
D000618,55,male,True,False,True,False,True
D000619,42,male,True,False,True,False,True
D000620,60,male,True,True,True,False,True
D000622,55,female,False,False,True,False,True
D000623,65,male,True,False,True,False,True
D000624,68,female,True,True,True,False,True
D000625,60,male,True,False,True,True,True
D000626,46,male,True,False,True,False,True
D000627,55,female,False,False,True,True,True
D000628,60,male,True,False,True,False,True
D000629,38,female,False,False,True,False,True
D000630,40,male,False,False,True,True,True
D000631,55,female,True,True,True,True,True
D000632,40,male,True,False,True,False,True
D000633,58,male,True,False,True,False,True
E000071,45,male,True,False,True,True,True
E000179,58,male,True,False,True,False,True
E000215,60,female,True,False,True,False,True
E000235,70,male,True,True,True,False,True
E000246,60,male,True,False,True,False,True
E000285,70,male,True,False,True,False,True
E000288,49,male,False,False,False,False,True
E000293,55,female,True,False,True,True,True
E000294,60,male,True,False,True,False,True
E000295,48,female,True,False,True,True,True
E000296,55,male,False,False,True,False,True
E000297,60,male,False,False,True,False,True
E000298,65,male,True,False,True,True,True
E000299,48,female,False,False,True,True,True
F000062,80,female,True,False,True,False,False
F000246,48,male,True,False,True,True,True
F000372,70,male,True,True,True,False,True
F000444,55,male,True,False,True,False,True
F000446,45,male,True,False,True,True,True
F000449,50,male,True,False,True,False,True
F000450,70,female,True,False,True,False,True
F000454,65,male,True,False,True,False,True
F000455,58,female,False,False,True,False,True
F000459,52,male,True,False,True,True,False
F000461,65,male,True,False,True,False,True
F000462,70,female,True,False,True,False,False
F000463,68,female,True,False,True,False,True
F000464,65,male,True,False,True,True,True
F000465,55,male,True,False,True,True,True
F000466,50,male,True,False,True,True,True
F000467,38,female,True,False,True,True,True
F000468,45,female,True,False,True,False,False
F000469,50,male,True,False,True,True,True
F000470,60,female,True,True,True,True,True
F000471,68,male,True,False,True,True,True
F000472,55,male,True,False,True,True,True
F000474,43,male,True,False,True,True,True
F000475,50,male,True,False,True,False,True
F000476,30,male,False,False,True,False,False
F000477,70,female,False,False,True,False,False
F000478,38,male,True,True,True,False,True
F000479,53,male,True,False,False,False,True
G000061,42,male,True,False,True,True,True
G000289,65,male,True,False,True,True,True
G000359,60,male,True,True,True,False,True
G000377,68,female,True,True,True,False,False
G000386,89,male,True,False,True,False,True
G000410,65,male,True,False,True,False,True
G000535,58,male,False,False,True,False,True
G000546,48,male,True,False,True,False,True
G000551,60,male,False,False,True,False,True
G000552,70,male,True,False,True,True,True
G000553,63,male,False,False,True,False,True
G000555,57,female,True,True,True,False,True
G000558,55,male,True,False,True,False,True
G000559,60,male,True,False,True,False,True
G000560,38,male,True,False,True,True,True
G000562,45,male,True,False,True,False,True
G000563,70,male,True,False,True,False,True
G000565,60,male,True,False,True,False,True
G000566,50,male,True,False,True,False,True
G000568,58,male,True,False,False,False,True
G000571,40,female,False,False,True,False,True
G000574,38,male,True,False,True,False,True
G000576,65,male,True,False,True,False,True
G000577,45,male,True,False,True,False,True
G000578,35,male,True,False,True,False,True
G000579,38,male,True,False,True,False,True
G000580,45,male,True,False,True,True,False
G000581,48,male,True,False,True,False,False
G000582,45,female,True,True,True,False,False
G000583,45,male,True,True,True,True,True
G000584,62,male,True,False,True,False,True
G000585,42,male,False,False,True,True,True
G000586,60,male,False,False,True,True,True
G000587,65,female,True,True,True,True,True
G000588,40,male,True,False,True,True,True
G000589,35,male,True,False,True,True,True
G000590,55,male,True,False,True,True,True
G000591,40,male,True,True,True,True,True
G000592,35,male,True,False,True,True,True
G000593,70,male,True,False,True,True,True
G000594,40,male,False,False,True,True,True
G000595,50,male,True,False,True,True,True
G000596,49,female,True,True,True,True,False
G000597,38,male,True,False,True,True,True
G000598,38,male,False,False,True,False,True
G000599,48,male,True,False,True,False,True
G000600,38,female,True,False,True,False,False
H000273,65,male,True,False,True,False,True
H000324,80,male,False,False,True,False,True
H000338,80,male,True,False,False,False,True
H000601,60,male,True,False,True,True,True
H000874,75,male,True,False,True,False,True
H001036,60,male,True,False,True,False,True
H001038,52,male,True,False,True,False,True
H001041,55,male,True,True,True,False,True
H001042,68,female,False,False,True,False,False
H001045,48,male,True,False,True,False,True
H001046,45,male,True,False,False,False,True
H001047,48,male,True,False,True,False,True
H001048,45,male,True,False,True,False,True
H001050,58,female,False,False,True,False,True
H001052,58,male,True,False,True,False,True
H001053,58,female,True,False,True,False,False
H001056,35,female,True,False,True,False,False
H001058,48,male,True,False,True,False,True
H001059,58,male,True,False,True,True,True
H001061,58,male,True,False,True,False,True
H001064,58,male,True,False,True,False,True
H001065,65,male,True,False,True,False,True
H001066,50,male,False,False,True,False,True
H001067,45,male,True,False,True,False,True
H001068,55,male,True,False,True,False,True
H001069,68,female,True,False,True,False,False
H001071,60,male,True,False,True,False,True
H001072,58,male,True,False,True,False,True
H001073,45,male,False,False,True,False,False
H001074,40,male,True,False,True,False,True
H001075,50,female,False,False,True,True,True
H001076,55,female,True,True,True,True,False
H001077,55,male,True,False,False,True,True
H001078,58,female,True,False,True,True,False
H001079,60,female,True,True,True,True,True
H001080,60,female,False,False,True,True,True
H001081,48,female,False,False,True,True,False
H001082,60,male,True,True,True,True,True
H001083,48,female,True,True,True,False,False
H001084,58,female,True,False,True,True,False
H001085,55,female,True,True,True,True,False
H001086,48,female,True,False,True,True,False
H001088,60,male,True,True,True,True,True
H001089,43,male,True,False,True,True,True
H001090,30,male,True,False,True,True,True
H001091,38,female,True,True,True,True,False
H001093,45,female,True,True,True,False,False
H001094,60,female,True,False,True,False,False
H001095,40,male,False,False,True,False,True
H001096,65,female,True,False,True,False,False
I000024,70,male,True,False,True,False,True
I000055,68,male,True,False,True,False,True
I000056,55,male,True,False,True,False,True
I000058,65,male,False,False,True,False,True
J000020,50,male,True,False,True,True,True
J000032,55,female,False,False,True,False,False
J000126,75,female,False,False,True,False,True
J000174,78,male,True,False,True,False,True
J000255,60,male,True,False,True,False,True
J000288,62,male,False,False,True,False,True
J000289,55,male,True,False,True,False,True
J000290,55,female,True,True,True,False,True
J000292,60,male,True,False,True,False,False
J000293,65,male,True,False,True,False,True
J000294,42,male,False,False,True,False,True
J000295,60,male,True,False,True,False,True
J000298,52,female,False,False,True,True,False
J000299,40,male,True,False,True,False,True
J000300,62,male,True,False,True,False,True
J000301,38,male,True,False,True,True,True
J000302,58,male,True,False,True,True,True
J000304,55,male,True,False,True,True,True
J000305,30,female,True,False,True,True,False
J000306,38,male,False,False,True,True,True
J000308,40,male,True,False,True,False,True
K000009,68,female,True,True,True,False,False
K000188,45,male,True,False,True,False,True
K000210,70,male,True,False,True,True,True
K000362,55,male,True,False,True,False,True
K000367,60,female,True,False,True,False,True
K000368,65,female,True,False,True,False,False
K000375,65,male,True,False,True,False,True
K000376,65,male,True,False,True,False,True
K000377,60,male,True,False,True,False,True
K000378,40,male,True,False,True,False,True
K000379,37,male,True,False,True,False,True
K000380,60,male,True,True,True,False,True
K000381,35,male,True,True,True,False,True
K000382,65,female,True,False,True,False,True
K000383,75,male,True,True,True,False,True
K000384,63,male,True,False,True,False,True
K000385,60,female,False,False,True,False,True
K000386,55,male,True,False,True,False,True
K000387,55,male,True,False,True,False,True
K000388,65,male,True,False,True,False,True
K000389,47,male,False,False,True,True,True
K000390,38,male,True,False,True,True,True
K000391,48,male,False,False,True,True,True
K000392,55,male,True,False,True,True,True
K000393,72,male,True,False,True,True,True
K000394,40,male,False,False,True,True,True
K000395,60,male,True,True,True,True,True
K000396,43,male,False,False,True,True,True
K000397,55,female,False,False,True,True,True
K000398,52,male,True,False,True,False,True
K000399,60,female,True,False,True,False,False
K000400,45,female,False,True,True,False,True
K000401,38,male,True,False,True,False,True
L000174,83,male,True,False,True,False,True
L000263,80,male,True,False,True,False,True
L000266,30,male,True,False,True,True,True
L000273,60,female,False,False,True,True,False
L000287,80,male,False,False,True,False,True
L000397,60,female,True,True,True,False,True
L000480,75,female,False,False,True,False,True
L000491,55,male,True,False,True,False,True
L000551,60,female,False,False,True,True,True
L000554,65,male,True,False,True,False,True
L000557,65,male,True,False,True,False,True
L000559,50,male,True,True,True,False,True
L000560,40,male,True,False,True,False,True
L000562,60,male,True,False,True,False,True
L000563,60,male,True,False,True,False,True
L000564,55,male,True,False,True,False,True
L000565,68,male,True,False,True,False,True
L000566,52,male,True,False,True,False,True
L000567,68,male,True,True,True,False,True
L000569,60,male,True,False,True,False,True
L000570,42,male,False,False,True,False,False
L000571,63,female,True,True,True,False,True
L000573,45,male,False,False,True,False,True
L000575,48,male,True,False,True,False,True
L000576,68,male,True,False,True,False,True
L000577,40,male,True,False,True,False,True
L000578,52,male,True,False,True,False,True
L000579,68,male,True,False,True,True,True
L000581,70,female,False,False,True,False,False
L000582,55,male,False,False,True,False,True
L000583,58,male,True,True,True,False,True
L000584,38,female,False,False,True,False,True
L000585,50,male,True,False,True,False,True
L000586,60,male,False,False,True,True,True
L000587,65,male,True,False,True,True,True
L000588,38,male,True,False,True,False,True
L000589,60,female,True,True,True,False,False
L000590,55,female,True,True,True,True,False
L000591,55,female,True,False,True,True,True
L000592,58,male,True,False,True,True,True
L000593,40,male,True,False,True,True,True
L000594,48,female,True,True,True,True,True
L000595,40,female,True,False,True,True,False
L000597,38,female,True,True,True,False,False
L000598,45,male,True,False,False,False,True
L000600,40,male,True,False,True,False,True
L000603,45,male,True,False,True,False,True
M000087,65,female,True,True,True,False,True
M000133,80,male,True,False,True,False,True
M000194,38,female,True,False,True,True,False
M000312,60,male,True,False,True,False,True
M000317,38,female,False,False,True,True,False
M000355,82,male,True,False,True,False,True
M000639,62,male,True,False,True,False,True
M000687,70,male,False,False,True,True,True
M000871,48,male,True,False,True,True,True
M000934,63,male,True,True,True,False,True
M001111,60,female,True,True,True,False,True
M001135,68,female,True,False,True,True,False
M001136,50,female,True,False,True,True,False
M001137,65,male,False,False,True,False,True
M001143,60,female,True,False,True,False,True
M001153,50,female,True,False,True,False,False
M001156,42,male,True,False,True,False,True
M001157,58,male,True,False,True,False,True
M001158,70,male,True,False,True,False,True
M001159,55,female,True,False,True,False,False
M001160,65,female,False,False,False,True,False
M001163,70,female,False,False,True,False,False
M001165,55,male,True,False,True,False,True
M001166,68,male,True,False,True,False,True
M001169,38,male,True,False,True,False,False
M001170,65,female,True,True,True,False,False
M001176,52,male,True,False,True,False,True
M001177,65,male,True,False,True,False,True
M001179,63,male,True,False,True,False,True
M001180,65,male,True,False,True,False,True
M001183,67,male,True,False,True,False,True
M001184,40,male,True,False,True,False,True
M001185,48,male,True,True,True,False,True
M001186,32,male,True,False,True,True,True
M001187,60,male,True,False,True,False,True
M001188,40,female,False,False,True,False,False
M001189,48,male,True,False,True,False,True
M001190,40,male,True,False,True,False,True
M001193,48,male,True,False,True,False,True
M001194,55,male,True,False,True,False,True
M001195,45,male,True,False,True,False,True
M001196,40,male,True,False,True,False,True
M001197,55,female,True,False,True,False,False
M001198,55,male,True,False,True,True,True
M001199,40,male,True,False,True,False,True
M001200,60,male,False,False,True,True,True
M001201,65,male,True,False,True,True,True
M001202,38,female,False,False,True,False,True
M001203,55,male,True,False,True,True,True
M001204,55,male,True,False,True,True,True
M001205,70,female,True,True,True,True,False
M001206,62,male,True,False,True,True,True
M001207,45,female,True,True,True,True,False
M001208,50,female,False,False,True,True,False
M001209,40,male,True,True,True,True,True
M001210,58,male,True,False,True,True,True
M001211,48,female,True,True,True,True,True
M001212,52,male,True,False,True,True,True
M001213,40,male,True,True,True,True,True
M001214,45,male,True,False,True,True,True
M001215,65,female,True,True,True,True,False
M001216,42,male,True,False,True,False,True
M001218,48,male,True,False,True,False,True
M001219,65,male,True,False,True,False,True
M001220,40,male,True,False,True,False,True
M001221,50,male,True,False,True,False,True
M001223,42,male,True,False,True,False,True
M001224,45,male,True,False,True,False,True
M001225,55,male,True,False,True,False,True
M001226,70,male,True,False,True,True,True
M001227,60,female,False,False,True,False,False
M001228,40,female,True,False,True,False,False
N000002,65,male,True,False,True,False,True
N000015,68,male,True,False,True,False,True
N000026,55,male,True,True,True,True,True
N000032,70,male,True,False,True,False,True
N000127,68,male,True,False,True,False,True
N000147,75,female,False,False,True,False,False
N000179,78,female,True,False,True,False,True
N000181,45,male,True,False,True,False,True
N000184,48,female,True,False,True,False,True
N000188,55,male,True,False,True,False,True
N000189,68,male,True,False,True,False,True
N000190,65,male,True,False,True,False,True
N000191,38,male,False,False,True,True,True
N000192,60,female,True,False,True,True,True
N000193,40,male,True,False,True,True,True
N000194,48,male,True,False,True,False,True
O000019,50,male,True,False,True,True,True
O000086,60,male,False,False,True,True,True
O000168,50,male,True,False,True,False,True
O000170,49,male,True,False,True,False,True
O000171,68,male,True,False,True,False,True
O000172,34,female,False,False,True,True,True
O000173,40,female,False,False,True,True,True
O000174,38,male,True,False,True,False,True
O000175,50,male,True,False,False,False,True
P000034,68,male,True,False,True,True,True
P000048,48,male,True,False,True,True,True
P000096,80,male,True,False,True,False,True
P000145,50,male,False,False,True,True,True
P000197,80,female,True,False,True,False,False
P000258,75,male,True,False,True,False,False
P000449,60,male,True,False,True,False,True
P000523,78,male,True,False,True,False,True
P000588,72,male,True,False,True,False,True
P000592,70,male,True,False,True,False,True
P000593,58,male,True,False,True,True,True
P000594,55,male,True,False,True,False,True
P000595,60,male,True,False,True,False,True
P000597,65,female,True,True,True,False,False
P000598,45,male,True,False,True,False,True
P000599,65,male,True,False,True,False,True
P000601,40,male,True,False,True,False,True
P000603,60,male,True,False,False,False,True
P000604,50,male,False,False,True,False,True
P000605,52,male,True,False,True,False,True
P000606,65,male,True,True,True,False,True
P000607,55,male,True,False,True,False,True
P000608,55,male,True,False,True,False,True
P000609,68,male,True,False,True,False,True
P000610,55,female,False,False,True,False,True
P000611,60,male,True,False,True,False,True
P000612,65,male,True,False,True,True,True
P000613,48,male,False,False,True,False,True
P000614,35,male,True,False,True,True,True
P000615,68,male,True,False,True,True,True
P000616,45,male,True,False,True,True,True
P000617,40,female,False,False,True,True,False
P000618,45,female,True,False,True,False,False
P000619,45,female,False,False,True,False,True
P000620,40,female,True,True,True,False,True
Q000023,55,male,True,False,True,False,True
R000103,60,male,True,False,True,True,True
R000122,60,male,True,False,True,False,True
R000305,68,female,True,True,True,True,True
R000307,80,male,True,False,True,False,True
R000395,80,male,True,False,False,False,True
R000409,68,male,True,False,True,False,False
R000435,65,female,True,True,True,False,False
R000486,65,female,True,False,True,False,False
R000487,48,male,True,False,True,False,True
R000515,78,male,False,False,True,False,True
R000570,45,male,True,False,True,False,True
R000575,58,male,True,False,True,False,True
R000576,68,male,True,False,True,False,True
R000577,48,male,True,False,True,False,True
R000578,65,male,True,False,True,False,False
R000579,38,male,True,False,True,False,True
R000580,49,male,True,False,True,False,True
R000582,70,male,True,False,True,False,True
R000583,45,male,True,False,True,False,True
R000584,68,male,True,False,True,False,True
R000585,50,male,True,False,True,True,True
R000586,55,male,True,False,True,False,True
R000588,43,male,False,False,True,False,True
R000591,38,female,True,False,True,False,True
R000592,48,male,True,False,True,False,True
R000593,60,male,True,False,True,False,True
R000595,40,male,True,False,True,False,True
R000597,55,male,True,False,True,False,True
R000598,52,male,True,False,True,False,True
R000599,38,male,False,False,True,False,True
R000600,60,female,False,False,True,False,False
R000601,48,male,True,False,True,False,True
R000602,55,female,True,False,True,False,True
R000603,45,male,True,False,True,False,True
R000604,58,male,True,True,True,False,True
R000605,62,male,True,False,True,True,True
R000606,55,male,True,False,True,False,True
R000607,70,male,True,False,True,True,True
R000608,60,female,True,False,True,False,False
R000609,68,male,True,False,True,False,True
R000610,38,male,True,False,True,True,True
R000611,52,male,True,False,True,True,True
R000612,60,male,True,False,True,True,True
R000613,35,male,True,False,True,True,True
R000614,50,male,True,True,True,True,True
R000615,76,male,True,False,True,True,True
R000616,55,male,True,False,True,True,True
R000617,38,female,False,False,True,False,False
R000618,50,male,True,False,True,False,True
S000033,82,male,True,False,True,False,True
S000051,65,male,True,False,True,False,True
S000148,50,male,True,False,True,False,True
S000168,55,female,True,False,True,True,False
S000185,65,male,False,False,True,False,True
S000244,68,male,True,False,True,False,True
S000248,60,male,True,False,True,False,True
S000250,63,male,True,False,True,True,True
S000320,65,male,True,False,True,False,True
S000344,68,male,True,False,True,False,True
S000364,60,male,True,False,True,True,True
S000510,53,male,True,False,True,False,True
S000522,50,male,True,False,True,False,True
S000583,60,male,True,False,True,False,True
S000770,68,female,True,True,True,False,False
S000929,45,female,True,True,True,True,False
S001135,60,female,False,False,True,True,False
S001145,68,female,True,False,True,False,False
S001148,60,male,True,False,True,False,True
S001150,50,male,True,False,True,False,True
S001154,48,male,True,False,True,False,True
S001156,55,female,True,True,True,False,True
S001157,68,male,False,False,True,False,True
S001159,58,female,False,False,True,True,True
S001165,62,male,True,False,True,False,True
S001168,45,male,True,False,True,False,True
S001170,65,female,True,False,True,False,False
S001172,45,male,True,True,True,False,True
S001175,58,female,True,True,True,False,False
S001176,48,male,True,True,True,False,True
S001177,65,male,False,False,True,False,True
S001180,65,male,True,False,True,False,True
S001181,70,female,True,False,True,False,False
S001183,58,male,True,False,False,False,True
S001184,48,male,False,False,True,False,True
S001185,50,female,False,False,True,True,False
S001187,52,male,True,False,True,False,True
S001188,42,male,True,False,True,False,True
S001189,45,male,True,False,True,False,True
S001190,55,male,True,False,True,False,True
S001191,35,female,True,True,True,False,False
S001192,55,male,True,False,True,False,True
S001193,40,male,True,True,True,False,True
S001194,40,male,True,False,True,False,True
S001195,40,male,True,False,True,False,True
S001196,38,female,True,False,True,False,False
S001197,45,male,True,False,True,True,True
S001198,55,male,True,False,True,True,True
S001199,55,male,True,False,True,True,True
S001200,38,male,True,False,True,True,True
S001201,60,male,True,False,True,False,True
S001203,65,female,True,False,True,False,True
S001204,32,male,False,False,True,True,False
S001205,50,female,True,True,True,True,False
S001206,78,female,True,False,True,True,False
S001207,40,female,True,False,True,True,True
S001208,38,female,True,True,True,True,True
S001209,38,female,True,True,True,True,False
S001210,55,male,True,False,True,True,True
S001211,52,male,True,False,True,True,True
S001212,55,male,True,False,True,True,True
S001213,38,male,True,False,True,True,True
S001214,45,male,True,False,True,True,True
S001215,35,female,True,False,True,True,True
S001216,52,female,True,False,True,True,False
S001217,70,male,True,False,True,True,True
S001218,43,female,True,False,True,True,True
S001220,48,male,True,False,True,False,True
S001221,38,female,True,True,True,False,True
S001223,38,female,False,False,True,False,False
S001224,78,male,True,False,True,False,True
S001225,50,male,True,False,True,False,True
S001226,60,female,True,False,True,False,False
S001227,50,male,True,False,True,False,True
T000165,60,male,True,False,True,True,True
T000193,75,male,False,False,True,False,True
T000238,55,male,True,False,True,False,True
T000250,60,male,True,False,True,False,True
T000278,70,male,True,False,True,True,True
T000460,70,male,True,False,True,False,True
T000461,58,male,True,False,True,False,True
T000463,52,male,True,False,True,False,True
T000464,50,male,True,True,True,False,True
T000465,65,female,True,True,True,False,False
T000467,55,male,True,False,True,False,True
T000468,68,female,True,False,True,False,False
T000469,70,male,True,False,True,False,True
T000470,65,male,True,False,True,False,True
T000472,55,male,False,False,True,False,True
T000474,55,female,False,False,True,False,False
T000475,55,male,True,False,True,False,True
T000476,60,male,True,False,True,True,True
T000477,38,male,True,False,True,True,True
T000478,55,female,True,True,True,True,False
T000479,48,male,True,False,True,True,True
T000480,38,male,True,True,True,True,True
T000481,45,female,False,False,True,True,True
T000482,43,female,True,False,True,True,False
T000483,58,male,True,False,True,True,True
T000484,42,female,False,False,True,True,True
T000486,30,male,False,False,True,True,False
T000487,55,female,False,False,True,False,False
T000488,60,male,False,False,True,False,True
U000031,65,male,True,False,True,False,False
U000039,55,male,True,False,True,False,True
U000040,38,female,False,False,True,True,False
V000081,58,female,False,False,True,False,False
V000108,70,male,True,False,True,False,True
V000128,60,male,True,False,True,False,True
V000129,40,male,True,False,True,False,True
V000130,60,male,False,False,True,False,True
V000131,48,male,False,False,True,False,True
V000132,60,male,True,False,True,False,True
V000133,60,male,True,False,True,True,True
V000134,38,female,True,True,True,True,False
V000135,55,male,True,False,False,False,True
V000136,38,male,False,False,True,False,True
W000187,80,female,False,False,True,False,False
W000437,60,male,True,False,True,False,True
W000779,63,male,True,False,True,False,True
W000788,45,female,False,False,True,True,False
W000790,50,male,False,False,True,True,True
W000791,65,male,True,False,True,False,True
W000795,65,male,True,False,True,False,True
W000797,55,female,True,False,True,True,True
W000798,65,male,True,False,True,False,True
W000799,48,male,True,False,True,False,True
W000800,75,male,True,False,True,False,True
W000802,60,male,True,False,True,False,True
W000804,60,male,True,False,True,False,True
W000805,60,male,True,False,True,False,False
W000806,65,male,True,False,True,False,True
W000808,65,female,False,False,True,False,True
W000809,58,male,True,False,False,False,True
W000810,55,male,True,False,True,False,True
W000812,60,female,True,True,True,False,False
W000813,52,female,True,False,True,False,True
W000814,68,male,True,False,True,False,True
W000815,60,male,True,False,True,False,True
W000816,70,male,True,False,True,False,True
W000817,74,female,True,True,True,False,False
W000819,50,male,True,False,True,False,True
W000820,60,female,True,False,True,False,False
W000821,52,male,True,False,True,False,True
W000822,68,female,False,False,True,False,True
W000823,52,male,True,False,True,True,True
