bioguide_id,speculated_age,gender,is_white,is_blonde,is_smiling,has_american_flag,wears_dark_suit
R000588,45,male,False,False,True,False,True
R000591,37,female,True,False,True,False,True
R000592,45,male,True,False,True,False,True
R000593,60,male,True,False,True,False,True
R000595,40,male,True,False,True,False,True
R000597,55,male,True,False,True,False,True
R000598,55,male,True,False,True,False,True
R000599,40,male,True,False,True,False,True
R000600,68,female,False,False,True,False,False
R000601,45,male,True,False,True,False,True
R000602,52,female,True,False,True,False,True
R000603,38,male,True,False,True,False,True
R000604,60,male,True,False,True,False,True
R000605,60,male,True,False,True,True,True
R000606,58,male,True,False,True,False,True
R000607,75,male,True,False,True,True,True
R000608,65,female,True,False,True,False,False
R000609,65,male,True,False,True,False,True
R000610,38,male,True,False,True,True,True
R000611,52,male,True,False,True,True,True
R000612,60,male,True,False,True,True,True
R000613,35,male,True,False,True,True,True
R000614,50,male,True,False,True,True,True
R000615,72,male,True,False,True,True,True
R000616,55,male,True,False,True,True,True
R000617,40,female,False,False,True,False,False
R000618,52,male,True,False,True,False,True
S000033,70,male,True,False,True,False,True
S000051,65,male,True,False,True,False,True
S000148,45,male,True,False,True,False,True
S000168,60,female,True,False,True,True,False
S000185,65,male,False,False,True,False,True
S000244,70,male,True,False,True,False,True
S000248,70,male,True,False,True,False,True
S000250,60,male,True,False,True,False,True
S000320,70,male,True,False,True,False,True
S000344,60,male,True,False,True,False,True
S000364,60,male,True,False,True,False,True
S000510,60,male,True,False,True,False,True
S000522,50,male,True,False,True,False,True
S000583,60,male,True,False,True,False,True
S000770,70,female,True,True,True,False,False
S000929,45,female,True,True,True,True,False
S001135,60,female,False,False,True,True,False
S001145,72,female,True,False,True,False,False
S001148,60,male,True,False,True,False,True
S001150,50,male,True,False,True,False,True
S001154,48,male,True,False,True,False,True
S001156,58,female,True,True,True,False,True
S001157,65,male,False,False,True,False,True
S001159,60,female,False,False,True,True,True
S001165,65,male,True,False,True,False,True
S001168,50,male,True,False,True,False,True
S001170,65,female,True,False,True,False,False
S001172,48,male,True,False,True,False,True
S001175,60,female,True,True,True,False,False
S001176,50,male,True,False,True,False,True
S001177,60,male,False,False,True,False,True
S001180,65,male,True,False,True,False,True
S001181,65,female,True,False,True,False,False
S001183,55,male,True,False,False,False,True
S001184,55,male,False,False,True,False,True
S001185,60,female,False,False,True,False,False
S001187,50,male,True,False,True,False,True
S001188,40,male,True,False,True,False,True
S001189,50,male,True,False,True,False,True
S001190,50,male,True,False,True,False,True
S001191,40,female,True,True,True,False,False
S001192,60,male,True,False,True,False,True
S001193,40,male,True,True,True,False,True
S001194,43,male,True,False,True,False,True
S001195,40,male,True,False,True,False,True
S001196,35,female,True,False,True,False,False
S001197,45,male,True,False,True,True,True
S001198,55,male,True,False,True,True,True
S001199,55,male,True,False,True,True,True
S001200,42,male,True,False,True,False,True
S001201,58,male,True,False,True,False,True
S001203,65,female,True,True,True,False,True
S001204,35,male,False,False,True,True,False
S001205,55,female,True,True,True,True,False
S001206,78,female,True,False,True,True,False
S001207,45,female,True,True,True,True,True
S001208,47,female,True,False,True,True,True
S001209,45,female,True,True,True,True,False
S001210,55,male,True,False,True,True,True
S001211,52,male,True,False,True,True,True
S001212,52,male,True,False,True,True,True
S001213,40,male,True,False,True,True,True
S001214,45,male,True,False,True,True,True
S001215,38,female,True,False,True,True,True
S001216,55,female,True,False,True,True,False
S001217,70,male,True,False,True,True,True
S001218,45,female,True,False,True,True,True
S001220,50,male,True,False,True,False,True
S001221,40,female,True,True,True,False,True
S001223,38,female,False,False,True,False,False
S001224,72,male,True,False,True,False,True
S001225,50,male,True,False,True,False,False
S001226,60,female,True,False,True,False,False
S001227,50,male,True,False,True,False,True
T000165,60,male,True,False,True,True,True
T000193,70,male,False,False,True,False,True
T000238,60,male,True,False,True,False,True
T000250,60,male,True,False,True,False,True
T000278,65,male,True,False,True,True,True
T000460,70,male,True,False,True,False,True
T000461,60,male,True,False,True,False,True
T000463,58,male,True,False,True,False,True
T000464,50,male,True,True,True,False,True
T000465,67,female,True,True,True,False,False
T000467,60,male,True,False,True,False,True
T000468,70,female,True,False,True,False,False
T000469,70,male,True,False,True,False,True
T000470,65,male,True,True,True,False,True
T000472,55,male,False,False,True,False,True
T000474,52,female,False,False,True,False,False
T000475,55,male,True,False,True,False,True
T000476,65,male,True,False,True,False,True
T000477,40,male,True,False,True,True,True
T000478,55,female,True,True,True,True,False
T000479,48,male,True,False,True,True,True
T000480,40,male,True,False,True,True,True
T000481,45,female,False,False,True,True,True
T000482,45,female,True,True,True,True,False
T000483,60,male,True,False,True,True,True
T000484,50,female,False,False,True,True,True
T000486,35,male,False,False,True,True,False
T000487,50,female,False,False,True,False,False
T000488,68,male,False,False,True,False,True
U000031,60,male,True,False,True,False,False
U000039,55,male,True,False,True,False,True
U000040,37,female,False,False,True,True,False
V000081,60,female,False,False,True,False,False
V000108,70,male,True,False,True,False,True
V000128,60,male,True,False,True,False,True
V000129,40,male,True,False,True,False,True
V000130,60,male,False,False,True,False,True
V000131,42,male,False,False,True,False,True
V000132,50,male,True,False,False,False,True
V000133,60,male,True,False,True,True,True
V000134,40,female,True,True,True,True,False
V000135,50,male,True,False,False,False,True
V000136,38,male,False,False,True,False,True
W000187,75,female,False,False,True,False,False
W000437,65,male,True,False,True,False,True
W000779,65,male,True,False,True,False,True
W000788,45,female,False,False,True,True,False
W000790,54,male,False,False,True,True,True
W000791,60,male,True,False,True,False,True
W000795,65,male,True,False,True,False,True
W000797,55,female,True,True,True,False,True
W000798,65,male,True,False,True,False,True
W000799,50,male,True,False,True,False,True
W000800,70,male,True,False,True,False,True
W000802,55,male,True,False,True,False,True
W000804,60,male,True,False,True,False,True
W000805,60,male,True,False,True,False,False
W000806,68,male,True,False,True,False,True
W000808,75,female,False,False,True,False,True
W000809,65,male,True,False,False,False,True
W000810,55,male,True,False,True,False,True
W000812,65,female,True,True,True,False,False
W000813,55,female,True,False,True,False,True
W000814,65,male,True,False,True,False,True
W000815,55,male,True,False,True,False,True
W000816,72,male,True,False,True,False,True
W000817,70,female,True,True,True,False,False
W000819,50,male,True,False,True,False,True
W000820,58,female,True,False,True,False,False
W000821,55,male,True,False,True,False,True
W000822,70,female,False,False,True,False,True
W000823,50,male,True,False,True,True,True
