category_id,category_name,frequency,n_images,mean_score,median_score,std_score
430,faucet,f,1906,-0.3127837334991631,-0.324857696890831,0.22737799505315157
980,soccer_ball,f,432,-0.3094433768096173,-0.3282170593738556,0.23543353312133447
774,peach,c,71,-0.30680075269454804,-0.3166106343269348,0.22342139840754094
870,raincoat,c,52,-0.3022228551204674,-0.3206121027469635,0.23959584709043844
510,grape,f,233,-0.300671936469972,-0.30177393555641174,0.2272926284061183
1171,watering_can,c,28,-0.2937324997037649,-0.2964481711387634,0.2823354171167596
1040,sweat_pants,c,35,-0.2911988559045962,-0.3336530029773712,0.26718135706634166
68,bathtub,f,823,-0.2907248506120085,-0.29185962677001953,0.1804479272973866
948,shoe,f,1916,-0.2840213871150013,-0.2801681309938431,0.29114156603811114
999,sponge,c,85,-0.2774524016196237,-0.2972237169742584,0.32356677825704105
218,tote_bag,f,103,-0.2769092337219316,-0.2599896192550659,0.3111809171462063
986,soup,f,146,-0.27121358200563245,-0.2949961721897125,0.23981571154007847
12,apple,f,1207,-0.27043703258772134,-0.2553294599056244,0.25452320169275905
885,ring,f,1622,-0.26677561605563926,-0.2732422649860382,0.28061820834123347
65,bath_mat,f,270,-0.26644009976729716,-0.26098817586898804,0.20145133917129202
1136,urinal,f,139,-0.26573965132316885,-0.24374109506607056,0.16437742999008437
154,broccoli,f,1309,-0.2649557238704908,-0.27480798959732056,0.19292356699648391
206,cappuccino,c,72,-0.2599782526182632,-0.2652037888765335,0.17035646543583588
592,jean,f,1927,-0.25948134714642807,-0.2939193546772003,0.34954156358347865
165,bullet_train,c,61,-0.25113320799513916,-0.25844913721084595,0.15986263140218088
158,brussels_sprouts,c,37,-0.25069055265457546,-0.24949663877487183,0.1783348346000165
230,cellular_telephone,f,1895,-0.2504153440217426,-0.2569684684276581,0.26654569058317074
872,raspberry,c,70,-0.24998525184845286,-0.31435902416706085,0.2456381310681752
1192,wok,c,26,-0.24749149883595797,-0.2922283411026001,0.19535449519727843
1025,strawberry,f,333,-0.2432340673456254,-0.2465948462486267,0.25667560319342925
94,bicycle,f,1852,-0.2409488328575842,-0.2471030429005623,0.2923057659096509
229,celery,f,110,-0.23845752716826443,-0.2157347947359085,0.24897500147271656
392,dress,f,1488,-0.23514642736156158,-0.22599832713603973,0.2557917215785137
115,blouse,f,271,-0.23316358918465013,-0.2396738976240158,0.22835535816440225
108,blackberry,c,40,-0.23265015191864222,-0.2580600157380104,0.1969514443868434
25,asparagus,c,70,-0.2324789068262492,-0.24065545201301575,0.23250821789532344
371,dishrag,c,17,-0.2310827911886222,-0.2337656468153,0.21766386554900083
1097,toilet,f,1925,-0.23064717348630168,-0.22011281549930573,0.17892635521135908
22,artichoke,c,33,-0.23005832037465138,-0.23163706064224243,0.28978686649654056
735,orange_(fruit),f,824,-0.2290077453285051,-0.21848726272583008,0.21720518309259312
373,dishwasher,f,312,-0.22582353818945242,-0.23210327327251434,0.23199508788878037
1185,window_box_(for_plants),c,70,-0.22502346115985086,-0.2565941661596298,0.3228106581549147
1134,underwear,f,113,-0.2230585659771696,-0.2390376329421997,0.31209069018944413
836,pot,f,479,-0.21942679382353197,-0.2213364541530609,0.2492269316993767
837,flowerpot,f,1404,-0.2189045756626198,-0.22589979320764542,0.2733181753165076
927,scrubbing_brush,f,126,-0.216316654967765,-0.22806303948163986,0.22911438062557582
586,iPod,f,126,-0.21540718700455885,-0.24164585024118423,0.24852372024824324
770,passport,c,12,-0.21333353221416473,-0.24077188223600388,0.18021191842591316
515,green_onion,f,101,-0.21139951744624,-0.26190775632858276,0.24981897597219205
1038,sushi,c,24,-0.21115784983461103,-0.1799924671649933,0.1873189071251724
988,soupspoon,c,25,-0.21095056638121604,-0.20985294878482819,0.13138888253704023
73,bean_curd,c,24,-0.21002579286384085,-0.2413352206349373,0.2497403662627741
1176,wedding_ring,c,31,-0.2068910572918192,-0.17121972143650055,0.2338770172589237
1160,automatic_washer,c,54,-0.20546740686727893,-0.1921708881855011,0.27247009365130503
1177,wet_suit,f,1469,-0.20510854738605336,-0.21694600582122803,0.19461210739655332
666,mandarin_orange,c,28,-0.20451676356606185,-0.19253526628017426,0.16202964708034928
921,scarf,f,752,-0.20141153262916983,-0.22197388112545013,0.33387572656658476
1203,zucchini,c,81,-0.19893683818740954,-0.19181036949157715,0.24465120088713754
14,apricot,r,10,-0.19682463593780994,-0.16949651017785072,0.290880870019749
116,blueberry,f,104,-0.19629554913934463,-0.24106594920158386,0.23746628321209887
23,trash_can,f,1883,-0.19412043435461113,-0.21323871612548828,0.31446839460895115
226,cauliflower,f,133,-0.1929546563371428,-0.19974449276924133,0.2302875406803565
139,bowl,f,1922,-0.19153981418184288,-0.20667210221290588,0.2698102366076633
1044,sweet_potato,c,21,-0.19000810369228324,-0.15795038640499115,0.2711766109169429
981,sock,f,1945,-0.18588637448712622,-0.17912077903747559,0.2503006599891053
254,chopstick,f,168,-0.18352490514683137,-0.1782671958208084,0.2093504918874803
1161,watch,f,1923,-0.1829764931707583,-0.191994771361351,0.3057508548354804
178,cab_(taxi),f,158,-0.18009783723538952,-0.17034399509429932,0.24737732545405788
1069,teakettle,c,35,-0.17854609681027275,-0.22327148914337158,0.2756045823910403
768,passenger_car_(part_of_a_train),c,93,-0.17815812805827747,-0.20271818339824677,0.19458881060242295
604,kettle,c,100,-0.17687968220561742,-0.17631995677947998,0.2207794426462014
904,salad,f,108,-0.1745524491599537,-0.18516962230205536,0.24051369198647257
802,pigeon,c,87,-0.1741811717464321,-0.21871918439865112,0.21768275943220053
840,pottery,c,28,-0.1738723356808935,-0.16378924995660782,0.2274654128307815
339,crutch,c,13,-0.17252443537402612,-0.205022394657135,0.2987664280151865
888,robe,c,32,-0.17037031016661786,-0.18008460104465485,0.21573916110875596
277,coat,f,746,-0.16906375464648482,-0.1696871668100357,0.3239873130081988
631,laptop_computer,f,1846,-0.16651554641427113,-0.16639165580272675,0.18601911566756818
259,cigarette,f,159,-0.16355190806840575,-0.14420093595981598,0.33158961639900075
273,clothes_hamper,c,31,-0.16107434400868031,-0.10915978997945786,0.277631212191499
1133,umbrella,f,1924,-0.16073624646776943,-0.18138937652111053,0.2840087145625221
715,necklace,f,1914,-0.1572096308849544,-0.15941617637872696,0.3506891227846762
1172,watermelon,f,114,-0.15617689338774143,-0.13524013757705688,0.2708933367678556
1042,sweater,f,962,-0.15547670875163483,-0.14967844635248184,0.2480534360294284
701,motor_scooter,f,226,-0.15480602499142915,-0.13695510476827621,0.1906267392567259
708,mug,f,814,-0.15463538076219444,-0.1731468066573143,0.26261069474709015
915,saucer,f,247,-0.15300866902941604,-0.15645267069339752,0.23259030414052692
342,cucumber,f,236,-0.1527289475069033,-0.1445423811674118,0.24975475340279943
1131,turtleneck_(clothing),c,11,-0.15083871070634236,-0.19830764830112457,0.27789316420130694
951,short_pants,f,1969,-0.15082705772542002,-0.15089643001556396,0.2421963214479326
1068,teacup,c,40,-0.14829760032007472,-0.18838823586702347,0.2669675673976885
955,shower_head,f,381,-0.14521550298167338,-0.1646903157234192,0.2808141100130929
1156,wallet,f,113,-0.14347241156985902,-0.15755896270275116,0.2454716105585362
777,peeler_(tool_for_fruit_and_vegetables),c,14,-0.14323395038289682,-0.13058872520923615,0.16480588505678812
598,jewelry,c,13,-0.14237306381647402,-0.10785478353500366,0.26454629385587825
1022,strainer,c,63,-0.14037593066256257,-0.10343614965677261,0.28467822673360027
462,flute_glass,c,23,-0.1399895527764507,-0.15316545963287354,0.20542087629734787
1122,trousers,f,1909,-0.13985985363517564,-0.11127503216266632,0.3327033243896019
1190,wineglass,f,941,-0.13863292155908835,-0.1444203406572342,0.19622070074208692
1102,toothbrush,f,745,-0.13766813240914086,-0.13838185369968414,0.19070786953714602
15,apron,f,500,-0.13622981443058232,-0.13480258733034134,0.24211973827105787
898,plastic_bag,f,1469,-0.13591571100243355,-0.12080195546150208,0.31655442538788336
763,parasol,c,17,-0.13462236173012676,-0.14988616108894348,0.17873701142647777
391,underdrawers,c,19,-0.1340800704140412,-0.1126815676689148,0.18921704143100854
684,melon,c,16,-0.13289545918814838,-0.0875956080853939,0.2612196875497229
135,bouquet,c,28,-0.13279763780467743,-0.10500378534197807,0.16993358370772618
1045,swimsuit,f,825,-0.13273582479429685,-0.1323649138212204,0.214592658072558
1000,spoon,f,1127,-0.12900040955357123,-0.1325751096010208,0.23211220394803214
1043,sweatshirt,f,588,-0.12875640571499908,-0.11615164950489998,0.271581708917909
570,hose,f,294,-0.12632881497590467,-0.13948900252580643,0.3496712257282358
74,beanbag,c,16,-0.12548088654875755,-0.1532696783542633,0.21485414724869334
198,walking_cane,c,84,-0.12327355239263159,-0.10873522982001305,0.35888653920439956
550,headscarf,c,96,-0.12153481177908058,-0.14186781644821167,0.2681267970827714
383,dolphin,c,13,-0.11982488775482544,-0.0892627090215683,0.20147579776383523
283,coconut,c,25,-0.11825902285752818,-0.11918650567531586,0.23705401715079713
363,diaper,c,69,-0.11700527338257087,-0.12871336936950684,0.2153333869028524
614,knee_pad,f,894,-0.11661123693263069,-0.11977878212928772,0.2080578908323273
460,flipper_(footwear),c,19,-0.11547537657775377,-0.20198340713977814,0.3558199305927796
875,reamer_(juicer),c,24,-0.11352267597491543,-0.12375722452998161,0.22227326930955443
639,lemon,f,341,-0.11270405575156804,-0.10310956835746765,0.26161847273733924
320,crab_(animal),c,12,-0.11269893186787765,-0.08348977565765381,0.21467285032280195
475,frog,c,42,-0.11247565852300752,-0.05488427169620991,0.2254910952042297
697,money,c,46,-0.1121143721671694,-0.09621451795101166,0.23765666788606993
1099,tomato,f,1213,-0.10999040752130183,-0.11232207715511322,0.32211664003097185
34,backpack,f,1905,-0.10933120857818501,-0.09625566005706787,0.30937252234549106
480,futon,r,10,-0.10562651418149471,-0.19494885951280594,0.33544939741544194
1078,tennis_ball,f,1302,-0.10453701398879742,-0.1117217093706131,0.21190059709954348
1060,tank_top_(clothing),f,1093,-0.10373796248924173,-0.0978752076625824,0.25042964039065324
724,notebook,f,189,-0.09959548287553757,-0.09597841650247574,0.2358499298172438
589,jacket,f,1872,-0.09736359382923106,-0.08811160922050476,0.3072251433267322
217,carrot,f,1222,-0.09619726164239745,-0.10815475881099701,0.23083397700028643
201,cantaloup,c,25,-0.09601352095603943,-0.06423180550336838,0.29348695873560704
919,scale_(measuring_instrument),f,158,-0.09438842176931285,-0.07580902799963951,0.2942764504568016
173,bus_(vehicle),f,1808,-0.09369135589772909,-0.10127434134483337,0.25938742443532015
1198,wristlet,f,623,-0.09320336020819582,-0.0732271671295166,0.2709844758429387
957,shower_curtain,f,381,-0.09314380791056226,-0.08376754075288773,0.1786187313404773
1073,telephone_booth,c,50,-0.09298235554248095,-0.10595594719052315,0.28039027324472193
749,pajamas,f,105,-0.09245941221237271,-0.08056793361902237,0.15785308066411124
296,computer_keyboard,f,1871,-0.09220733760435883,-0.07658478617668152,0.22320679147436343
1139,vase,f,1866,-0.09127761724909145,-0.11080719903111458,0.23907260954062012
1145,violin,r,10,-0.08921338338404894,-0.12260177172720432,0.24075361746450077
44,bamboo,c,36,-0.08851903878773253,-0.1048215851187706,0.18908092876706714
1105,cover,f,136,-0.0884331256743548,-0.12390407547354698,0.22846608280224737
1179,wheelchair,c,87,-0.08778882826726626,-0.12562400102615356,0.27242334580611666
41,ball,f,305,-0.08696801079624164,-0.10451966524124146,0.274530611838323
461,flower_arrangement,f,1779,-0.08693679999398811,-0.0988548994064331,0.22549522065931868
909,salsa,c,13,-0.08673769006362328,-0.15302303433418274,0.33314950347082056
487,garlic,c,65,-0.08662190620715801,-0.1284288763999939,0.35523057932699503
1070,teapot,f,135,-0.08654314393125888,-0.07569772005081177,0.2769892632287838
1103,toothpaste,f,187,-0.08569509586467415,-0.07968086749315262,0.2460275208817282
90,bench,f,1922,-0.08513273183880102,-0.07652883604168892,0.29502970307169935
521,guitar,f,199,-0.08456321800099545,-0.09148809313774109,0.2706691881824077
411,earring,f,1898,-0.08392058390102401,-0.047546299174427986,0.4520440859506326
261,cistern,f,811,-0.08238884284228211,-0.076652392745018,0.18141548029643223
1197,wristband,f,128,-0.08130668482772307,-0.09162392094731331,0.26170449218206465
833,postbox_(public),c,36,-0.080680087260488,-0.08216929621994495,0.387894575384135
1120,tricycle,c,11,-0.07893146754808682,-0.0006396841490641236,0.3211178230112704
45,banana,f,1787,-0.07778839180447254,-0.06563550978899002,0.20701767147002795
404,duffel_bag,f,247,-0.07758330329517393,-0.04729331284761429,0.24394260996091438
344,cup,f,1521,-0.07674439749042893,-0.08265628665685654,0.27628569941399816
537,handcart,c,91,-0.07550641060755639,-0.07070735096931458,0.25752773855368827
1037,surfboard,f,1895,-0.07059337139648517,-0.07572636008262634,0.1964129082989921
793,person,f,1928,-0.06991984945041257,-0.06789952516555786,0.29098019421925736
409,earphone,f,542,-0.06921372237102802,-0.04067220538854599,0.3354130841803617
324,crate,f,245,-0.06905952468609475,-0.09749749302864075,0.2670985249569128
1039,mop,c,22,-0.0669053385711529,-0.05141307972371578,0.22428562370953323
372,dishtowel,f,134,-0.06645364838012897,-0.03418571874499321,0.23327284250731012
950,shopping_cart,c,43,-0.06631812399123298,-0.05798730254173279,0.23427316571691115
610,kitchen_table,r,10,-0.06596635309979319,-0.07499036705121398,0.22573085358225295
995,spectacles,f,1969,-0.06574254742287995,-0.06736839562654495,0.39032935365910676
418,eggbeater,c,39,-0.06441361820086455,-0.07011539489030838,0.2644362811676024
728,oar,f,110,-0.06352687998759475,-0.02990528754889965,0.2543712355730348
32,baby_buggy,f,314,-0.06338876813650501,-0.06702902168035507,0.2985598105797267
1018,stool,f,297,-0.06316420958637689,-0.05667582526803017,0.23898810942218715
399,drum_(musical_instrument),c,28,-0.06304343829729728,-0.07320987060666084,0.19886115938072405
553,heart,c,66,-0.06291761729076054,-0.07140754535794258,0.2689557462785269
36,suitcase,f,1623,-0.062350670044576395,-0.03448490798473358,0.24758703855035982
786,penguin,c,47,-0.06184020689985854,-0.04188648983836174,0.2479135192880791
1079,tennis_racket,f,1977,-0.0598132574958198,-0.0617782324552536,0.17471856056071902
721,nightshirt,c,18,-0.05951319277907411,-0.07553252205252647,0.19535065486362543
979,soap,f,491,-0.05903128301795921,-0.04978615790605545,0.25034144943275377
224,cast,c,14,-0.05826800795538085,0.006699461489915848,0.20501919977743788
811,pipe,f,1413,-0.057951010657440905,-0.0923505425453186,0.35557001755854295
997,spider,c,12,-0.05793079609672228,-0.0707804262638092,0.306359370242635
92,bib,c,81,-0.057860913686454296,-0.07331728935241699,0.14325275239638977
380,doll,f,120,-0.05741363991789209,-0.04507620818912983,0.24060310500728307
67,bathrobe,c,42,-0.0573766488149496,-0.04926273971796036,0.1483348570746795
711,musical_instrument,c,16,-0.05663555455976166,-0.031049071811139584,0.18894921353073146
160,bucket,f,709,-0.05632448624530942,-0.060266513377428055,0.353626291213109
62,basketball,c,41,-0.056098090075865026,-0.12739628553390503,0.3325739861296585
841,pouch,c,80,-0.05511023163853679,-0.06158792972564697,0.2880732415666179
932,seashell,c,39,-0.05442945864529182,-0.1571769416332245,0.32348990866762517
112,blender,f,243,-0.05401108297184033,-0.04978557676076889,0.2126604088004681
843,prawn,c,92,-0.05335038481786361,-0.07930270954966545,0.2401593700989495
493,giant_panda,c,59,-0.05284735336268352,-0.08575647324323654,0.1939148725994088
148,brassiere,c,95,-0.052337813519529604,-0.050605691969394684,0.28961146067051907
314,corset,c,12,-0.05151637410745025,-0.09571021795272827,0.1942470856026454
947,shirt,f,1942,-0.05139043242959686,-0.05261374078691006,0.2808886826237715
699,monkey,c,74,-0.05117154579508949,-0.0688661988824606,0.23313334789917134
1115,train_(railroad_vehicle),f,1517,-0.05092210063885887,-0.055860813707113266,0.2638321327129636
531,hammock,c,13,-0.05068071766828115,0.025344081223011017,0.19547655009065265
239,cherry,c,87,-0.04961595377060531,-0.001187172718346119,0.34161176773814717
719,newspaper,f,448,-0.049355479291892025,-0.03273801691830158,0.2629266780835373
299,control,f,679,-0.048386754290811615,-0.06352119892835617,0.18481565277003176
658,magazine,f,338,-0.046829679542104756,-0.05162700638175011,0.22587884195406943
189,camera,f,1391,-0.04601978748698423,-0.07018961012363434,0.3196454310248146
1065,tartan,c,50,-0.04482562445104122,-0.09526324272155762,0.39377658708075264
695,mitten,c,61,-0.04362629207431293,-0.04380705952644348,0.1985905276638674
680,measuring_cup,c,71,-0.042699973364557386,-0.04243072122335434,0.21583665277289238
863,racket,c,35,-0.042666688242128915,-0.03878984972834587,0.14237506495490232
1082,thermos_bottle,c,36,-0.0425266068842676,0.0027733054012060165,0.2892643931255022
798,piano,f,114,-0.04136959642652839,0.00043368003389332443,0.2701346675461314
434,ferry,c,11,-0.04076841211115772,0.011065042577683926,0.20413617867529588
813,pita_(bread),c,12,-0.04005916082921127,-0.0391071611084044,0.18045299638270454
908,salmon_(food),r,10,-0.03957705143839121,-0.04084409400820732,0.1749970495272947
386,doormat,c,66,-0.039475145344057994,-0.03280421532690525,0.23519347673646993
64,bat_(animal),c,11,-0.038385062563148414,-0.05520809441804886,0.1129169234215101
332,crow,c,12,-0.03664208219076196,-0.051280063576996326,0.14798411264529646
286,coffeepot,c,26,-0.03498151927040173,0.08215470612049103,0.32078716920080114
677,mat_(gym_equipment),c,31,-0.034830624508040565,-0.08264552056789398,0.266677251216365
1189,wine_bucket,c,11,-0.033697827740318397,-0.03505192697048187,0.11527572019573895
469,fork,f,1861,-0.03325956963101136,-0.03625379502773285,0.20465466132525037
766,parking_meter,f,489,-0.03290793365527612,-0.023973912000656128,0.20062805543809206
1147,volleyball,c,14,-0.03228884509631565,0.006218269467353821,0.20159503382473543
484,garden_hose,c,41,-0.032136483072507674,-0.010702337138354778,0.24399828860381476
745,paddle,f,118,-0.03212219879220603,0.011729676276445389,0.195835594662659
184,calculator,c,57,-0.031493326453001874,-0.031173212453722954,0.2088135986454646
61,basket,f,1621,-0.031210131574786807,-0.021301554515957832,0.2977738981371878
55,barrow,c,26,-0.030096594620352753,-0.08550193905830383,0.3615378230473138
377,Dixie_cup,f,103,-0.02993996875378692,-0.02472003549337387,0.31484955455853986
190,camera_lens,c,90,-0.027719717264537595,-0.015207712538540363,0.24535831651465873
87,bell_pepper,f,333,-0.027539340251295997,-0.03103186935186386,0.30838031151105955
767,parrot,c,47,-0.02657690735414941,-0.05395721644163132,0.16979074901126867
498,glass_(drink_container),f,1920,-0.026482218816931417,-0.0302386824041605,0.22889764365376994
1013,step_stool,c,36,-0.02541228487259812,-0.016126738861203194,0.24998589737493732
1182,wig,c,47,-0.024157140446093645,-0.011506572365760803,0.28807749203743804
448,fish_(food),c,16,-0.0235561624285765,-0.013942965772002935,0.2150110757302427
1021,stove,f,1037,-0.021848458002544598,-0.01288169901818037,0.23004580827002946
453,flamingo,c,18,-0.021802146052424278,-0.028849562630057335,0.11878114961418626
447,fish,f,113,-0.02125640134986457,-0.058528680354356766,0.3243562024059402
623,ladybug,c,15,-0.020789257685343423,0.046582385897636414,0.31038123417515484
253,chopping_board,f,661,-0.01985546203140654,-0.024194665253162384,0.2819413788289605
211,identity_card,c,13,-0.019761608286689106,0.003607745049521327,0.2508827865067065
865,radiator,f,180,-0.018533850679846687,-0.01715373434126377,0.23005097465240837
935,shampoo,c,91,-0.017242213004974874,0.009305071085691452,0.22947782332594213
60,baseball_glove,f,1609,-0.016567342701671046,-0.009821489453315735,0.21915045950615156
406,dumpster,c,64,-0.016343661001883447,-0.07910820096731186,0.35086270674819287
156,broom,c,92,-0.016136284072316535,0.02689365390688181,0.34111144867043114
595,jersey,f,1945,-0.015252588328529522,0.001212085597217083,0.27734060401462224
177,button,f,1884,-0.015123840010671017,0.005224754335358739,0.331158273679684
477,frying_pan,f,128,-0.014503408956443309,-0.00619771855417639,0.2805463754601211
200,canoe,c,30,-0.013168318569660187,0.024056201800704002,0.2606625764641114
814,pitcher_(vessel_for_liquid),f,248,-0.013117313957698043,-0.021670732647180557,0.24954143498555853
641,lettuce,f,705,-0.011529996779380722,-0.008545786142349243,0.31039246149498934
678,matchbox,r,10,-0.011172441020607948,0.0015684682875871658,0.28005824217942576
499,globe,c,50,-0.01024923950433731,-0.017052294686436653,0.2548520829210944
511,grater,c,54,-0.009989085790477003,-0.000937891483772546,0.2533794993857284
709,mushroom,f,407,-0.00870649027427635,0.0040344069711863995,0.2721810067211123
660,mail_slot,c,15,-0.006993281468749046,-0.0048864781856536865,0.22436650114141424
127,book,f,1903,-0.005007486827213253,-0.00024650522391311824,0.22488882264762025
72,bead,c,42,-0.004712269652546162,0.03240606654435396,0.24954744467249054
454,flannel,c,14,-0.0044784074915306905,-0.09099695086479187,0.37699128656105535
341,cube,c,14,-0.003877358976751566,0.020760676357895136,0.2620990943145242
1130,turtle,c,20,-0.002689021988771856,-0.052530067041516304,0.2228478780588952
923,scissors,f,707,-0.001667705570022237,0.001547493040561676,0.20605938351694272
705,mouse_(computer_equipment),f,1337,-0.001535872301204679,0.010802333243191242,0.20196871471842928
111,blazer,c,49,-0.0013573846152546455,-0.017990900203585625,0.23383177142814077
696,mixer_(kitchen_tool),c,91,-0.0012616229519903004,0.010376598685979843,0.1845649400356816
725,notepad,c,74,-0.0009129033707132614,0.025292713195085526,0.18726398243825723
513,gravy_boat,r,10,-0.00070484708994627,0.09077317267656326,0.30490967779205264
187,camcorder,c,27,-0.0005032293912437228,0.03775648772716522,0.29762502743737185
9,amplifier,c,12,0.0008505352501136562,0.013914853916503489,0.16119956504824642
698,monitor_(computer_equipment) computer_monitor,f,1402,0.003553080650462225,0.011708678677678108,0.17467243142178854
360,dental_floss,c,19,0.003724636669319711,0.002843384863808751,0.2253447611927369
1199,yacht,c,12,0.0038780992617830634,0.03659878857433796,0.2782868907111249
315,costume,c,49,0.004677410465570128,0.01363696251064539,0.19639281325612842
109,blackboard,f,104,0.005013719899579883,-0.005261768586933613,0.18163278068563068
1194,wooden_spoon,c,56,0.005147928488440812,0.0039916858077049255,0.20162340619222255
46,Band_Aid,c,17,0.006028525531291962,-0.03965751826763153,0.2015315220602029
874,razorblade,c,29,0.006114695413873114,-0.022609010338783264,0.2528955501157279
468,footstool,c,27,0.008137379048599137,0.02745397947728634,0.23687494048845667
24,ashtray,c,98,0.009483798193194124,0.01617823913693428,0.2730081665378482
797,phonograph_record,c,20,0.011340437456965446,-0.0030259164050221443,0.2220136704173313
132,boot,f,1405,0.011472379786156705,-0.02003662846982479,0.5026386194394339
445,fireplug,f,1323,0.011776920945870389,0.034490443766117096,0.23732327016906443
152,bridal_gown,f,103,0.012857723008000373,0.023069921880960464,0.19004251047099469
256,slide,c,65,0.014034532469052535,-0.02214372716844082,0.22221467106516632
615,knife,f,1868,0.01519233330563592,0.014310403261333704,0.24218644873253156
260,cigarette_case,c,31,0.015838207556836067,0.016356617212295532,0.3402503366473934
601,kayak,c,37,0.016541365987143,0.0005669603124260902,0.1538583319092123
176,butterfly,c,80,0.016723547002766282,0.012220424134284258,0.2934521847181187
976,snowboard,f,1124,0.01679299478546519,0.02522942330688238,0.1570772386868911
965,ski_boot,f,1789,0.017066796047872274,0.021198317408561707,0.1792250687328903
118,boat,f,1758,0.017727805245955092,0.022150501608848572,0.28336840448328515
1027,streetlight,f,1765,0.018261830721566785,0.005740707274526358,0.3209026022916061
457,flashlight,c,37,0.01853597868938704,0.08752001076936722,0.2809654514868384
622,ladle,c,89,0.019670201203880015,0.06867526471614838,0.28252245371544393
954,shovel,c,74,0.021005665581371333,0.021070855669677258,0.3317973663055291
747,paintbrush,c,40,0.021038906439207493,-0.0014978707768023014,0.29819314526185015
336,cruise_ship,c,30,0.021388054247169445,0.025811323896050453,0.1668331095423075
740,overalls_(clothing),c,73,0.022071960063217436,0.029160013422369957,0.22988352384655492
101,birdbath,c,12,0.02349906989062826,0.04447323549538851,0.316775697480201
588,ironing_board,c,22,0.023888945748860187,0.07292327284812927,0.2053071273012732
806,pineapple,f,186,0.025145380131860254,-0.011124893557280302,0.2816240392343239
412,easel,c,36,0.026128709497344162,0.07874974980950356,0.21810439809338183
47,bandage,c,51,0.026160220615565777,-0.022198401391506195,0.2802362194588177
329,crock_pot,c,32,0.026565233623841777,0.050457797944545746,0.2593272596193757
828,polo_shirt,f,660,0.02677910017932983,0.019056979566812515,0.2527010811883536
369,dish,f,106,0.02721176897878495,0.026977951638400555,0.2516409906340528
748,painting,f,1036,0.028009304542552488,0.03815433569252491,0.2977413602862615
1108,towel,f,636,0.028138425664287724,0.0264672813937068,0.2273741565094671
1067,tea_bag,c,16,0.028246628935448825,-0.008688889443874359,0.16032732783401596
838,potato,f,307,0.028448639103099218,-0.004368344787508249,0.42009063709030664
288,coin,c,42,0.02885414558390732,0.0007185503782238811,0.26211316574713306
284,coffee_maker,f,238,0.028938071138006363,0.02542034350335598,0.2374562522919592
